pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection	display_group	display_name	exact_gs_name	context_target	row_order	selection_tier	selection_reason	pathway_order	partner_context	spearman_rho	sign_agree_fraction	n_pathways
HALLMARK_E2F_TARGETS	-0.749863699859884	-1.67306892394723	1.48255002831799e-08	down	200	196	7.41275014158997e-07	0.747739663149885	PRKDC;RANBP1;HNRNPD;MCM4;DNMT1;XRCC6;KPNA2;HMMR;UBE2T;NUP107;NAP1L1;LYAR;CDKN3;STMN1;CDC20;DLGAP5;MCM3;CCNB2;POLE4;CBX5;RPA3;MYBL2;RAD50;RFC3;NASP;PCNA;TRIP13;TOP2A;AURKA;CENPM;RAN;BRCA1;CDC25B;MCM5;H2AFZ;TACC3;KIF4A;CCP110;NAA38;CENPE;XPO1;RPA1;RFC1;DEPDC1;TIMELESS;NME1;POLD2;PLK1;SSRP1;NBN;TIPIN;SRSF1;MCM6;ANP32E;AURKB;MSH2;PTTG1;SMC4;PAICS;BRMS1L;NOP56;CHEK2;RAD51C;CHEK1;AK2;MTHFD2;EZH2;MMS22L;ILF3;SPC25;SMC1A;GINS1;CSE1L;DEK;SRSF2;LIG1;GSPT1;NUP153;TP53;TFRC;KIF22;SNRPB;MLH1;EED;UBR7;ATAD2;DSCC1;SHMT1;RACGAP1;DIAPH3;BUB1B;TUBG1;SMC6;HMGB3;MELK;BIRC5;POLA2;LMNB1;PSIP1;CDKN2A;ESPL1;POLD3;CDCA3;TMPO;TUBB;RAD21;SLBP;BRCA2;SMC3;WDR90;TK1;MCM2;PLK4;DUT;CCNE1;LUC7L3;NOLC1;MCM7;ASF1B;PRPS1;PA2G4	HCC1143	PMF1	40	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	HCC1143 / PMF1	1	Tier 1	benchmark-relevant anchor	8	HCC38	-0.08024009603841536	0.82	50
HALLMARK_G2M_CHECKPOINT	-0.720055614403272	-1.60486438594566	9.78652107997297e-07	down	200	193	2.44663026999324e-05	0.643551836150722	MT2A;HSPA8;HNRNPD;NCL;KPNA2;HMMR;KPNB1;CDKN3;STMN1;CDC20;MCM3;CCNB2;EFNA5;TPX2;SMAD3;PRC1;MYBL2;NASP;HIF1A;TOP2A;AURKA;CENPF;CDC25B;MCM5;H2AFZ;H2AFV;TACC3;KIF4A;KIF23;CHAF1A;CENPE;XPO1;HMGN2;NDC80;PLK1;SLC7A5;SRSF1;CDC45;MCM6;RBL1;AURKB;PTTG1;SMC4;G3BP1;SFPQ;PBK;E2F3;CDC7;CHEK1;EZH2;ILF3;SMC1A;CBX1;SRSF2;HNRNPU;UCK2;NUSAP1;GSPT1;RAD23B;DTYMK;MTF2;RASAL2;KIF5B;KIF22;CASP8AP2;BUB1;DBF4;KATNA1;NOTCH2;DKC1;FBXO5;TOP1;RACGAP1;PML;HMGB3;DR1;CUL4A;UBE2C;SLC7A1;BIRC5;ODF2;POLA2;LMNB1;POLQ;ESPL1;E2F1;PRMT5;TMPO;RAD21;GINS2;CUL5;BRCA2;FANCC;TTK;CCNT1;RAD54L;MCM2;PLK4;SMC2;MNAT1;NOLC1;SNRPD1;ATF5;SMARCC1;MEIS2;SS18;PRIM2;PDS5B;TFDP1;E2F4;WRN;KIF20B;YTHDC1;UPF1	HCC1143	PMF1	40	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	HCC1143 / PMF1	1	Tier 1	benchmark-relevant anchor	9	HCC38	-0.08024009603841536	0.82	50
HALLMARK_MYC_TARGETS_V1	-0.700218635048901	-1.56249230055427	5.6444552256534e-06	down	200	197	9.40742537608901e-05	0.610526878385931	CCT3;NPM1;RANBP1;HNRNPD;HSPE1;MCM4;XRCC6;HNRNPC;KPNA2;KPNB1;EPRS;C1QBP;TYMS;NAP1L1;CDC20;PSMB3;LDHA;SLC25A3;SNRPA1;HSP90AB1;VDAC3;EIF4A1;SNRPD3;PCNA;TRIM28;HPRT1;RUVBL2;CCT2;RAN;RRM1;EIF4G2;SNRPA;MCM5;COX5A;EIF4E;H2AFZ;PSMD7;PHB;DDX18;VBP1;CCT4;SSBP1;XPO1;PSMA4;PPIA;SRM;NME1;POLD2;PGK1;MRPS18B;TUFM;SRSF1;FBL;CDC45;MCM6;NDUFAB1;RPLP0;G3BP1;NOP56;HNRNPR;RPL34;HNRNPA1;AIMP2;PSMD14;SF3B3;DEK;SRSF2;HNRNPU;CLNS1A;PSMA1;GSPT1;RAD23B;NOP16;ETF1;CCT7;PPM1G;HDDC2;GOT2;UBA2;KARS;PSMD1;XPOT;SERBP1;CYC1;SF3A1;SSB;CANX;PSMC6;HNRNPA3;ERH;CDK2;DHX15;CAD;PHB2;CCT5;PABPC4;PSMA6;RPS2;PRDX3;PSMD3;ILF2;SNRPG;EIF3B;AP3S1;HSPD1;PTGES3;PSMA7;MCM2;FAM120A;DUT;NOLC1;SNRPD1;MCM7;PA2G4;SMARCC1;ABCE1	HCC1143	PMF1	40	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	HCC1143 / PMF1	1	Tier 1	benchmark-relevant anchor	10	HCC38	-0.08024009603841536	0.82	50
HALLMARK_HYPOXIA	-0.41061334857744	-0.914246304227594	0.700910551687199	down	200	191	0.811490820614908	0.0104882808895165	EXT1;MT2A;IGFBP3;IER3;ILVBL;F3;EGFR;ENO1;LDHA;PRKCA;HDLBP;CAV1;SLC25A1;MIF;TGFBI;HEXA;GCNT2;PGK1;MYH9;GAPDH;NAGK;ADORA2B;S100A4;GAA;ANXA2;HSPA5;KDELR3;FOSL2;PFKFB3;SCARB1;HS3ST1;PAM;SRPX;GPC1;ALDOC;PFKP;NR3C1;RORA;COL5A1;PKP1;AKAP12	HCC1143	PMF1	40	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	HCC1143 / PMF1	1	Tier 1	benchmark-relevant anchor	11	HCC38	-0.08024009603841536	0.82	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.533083270572853	-1.03865074254419	0.421099858992437	down	49	46	0.671957563453165	0.0206292951778269	MGST1;PRDX1;GLRX2;SOD1;TXNRD2;GCLM;NDUFA6;NDUFS2;G6PD;PRDX6;PRDX2;PFKP;ABCC1;SBNO2;CAT;TXN;MBP	HCC1143	PMF1	40	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HCC1143 / PMF1	1	Tier 1	benchmark-relevant anchor	12	HCC38	-0.08024009603841536	0.82	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.516144750879432	-1.10506284806143	0.272479254291236	down	113	109	0.620328934567887	0.0256978041674306	NPM1;EIF4A1;EEF2;BANF1;EIF4G1;EIF4E;IFIT1;KHSRP;HSP90B1;TUBB2A;TTC37;IMP3;SLC7A5;SEC31A;NOP56;MTHFD2;ATF6;CNOT2;FUS;HSPA9;HSPA5;BAG3;KDELR3;KIF5B;XPOT;CALR;DKC1;TARS;SPCS3;SSR1;YWHAZ;EXOSC2;EXOSC10;DNAJA4;FKBP14;SPCS1;ATP6V0D1;CXXC1;NFYA;ALDH18A1;CEBPG;EXOSC1;CNOT4;GEMIN4;NOLC1;PARN;PDIA6;LSM1;WFS1	HCC1143	PMF1	40	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HCC1143 / PMF1	1	Tier 1	benchmark-relevant anchor	13	HCC38	-0.08024009603841536	0.82	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.572690030977299	-1.27712298996428	0.0321684300523672	down	200	195	0.147522986139701	0.0819647472921866	MGP;VIM;IGFBP3;LAMA3;CALD1;BASP1;COL6A2;THBS1;FLNA;LGALS1;NT5E;SPOCK1;ITGB1;ADAM12;TNFRSF11B;DST;ECM1;CXCL1;PMEPA1;CALU;TGFBI;SERPINH1;PLOD1;CD44;COPA;LAMC2;PCOLCE2;CADM1;FZD8;COL12A1;PLOD3;PFN2;QSOX1;ITGB5;OXTR;SLC6A8;GPC1;NOTCH2;MYLK;WIPF1;CAP2;FBLN1;TFPI2;LOXL2;LOXL1;COL5A1;SAT1;TGFBR3;TPM2;BMP1;VCAN;SLIT2;FBLN2;FGF2;PPIB;GPX7;ITGA2;TGM2;FBN2;MATN2;MCM7;AREG;COL4A2;BDNF;CDH2;ID2;FSTL3;IGFBP2;PCOLCE;PTX3	HCC1143	PMF1	40	1325	36601	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HCC1143 / PMF1	1	Tier 1	benchmark-relevant anchor	14	HCC38	-0.08024009603841536	0.82	50
HALLMARK_APOPTOSIS	-0.570002625058515	-1.25810519130525	0.0579886905421887	down	161	158	0.144190517535427	0.0614439060918817	IER3;DPYD;JUN;CCND1;PTK2;SQSTM1;CDC25B;IGFBP6;GPX4;TGFB2;DAP;H1F0;DNM1L;ANXA1;APP;LMNA;BAX;GSN;ADD1;XIAP;SAT1;PAK1;TNFRSF12A;ERBB3;TOP2A;EBP;HMGB2;BRCA1;RELA;IFITM3;GADD45B;CASP3;SLC20A1;MGMT;CASP7;SMAD7;ROCK1;CASP8;FDXR;CLU;IRF1;DDIT3;HSPB1;F2R;TNFSF10;ANKH;TGFBR3;CD44;TSPO;MCL1;DNAJC3;RETSAT;PEA15;CASP6	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	0	HCC38	-0.10953181272509004	0.48	50
HALLMARK_P53_PATHWAY	-0.461057288521925	-1.03240153932077	0.399347826086957	down	200	196	0.486998663944138	0.0189331368924328	IER3;S100A4;DCXR;JUN;PCNA;PVT1;KLK8;HIST1H1C;IFI30;ITGB4;WWP1;PLXNB2;TOB1;IRAK1;APP;MKNK2;ZFP36L1;BAX;DDB2;SAT1;FGF13;RAD9A;JAG2;RAP2B;AK1;ABCC5;BAIAP2;TM7SF3;PITPNC1;HEXIM1;DRAM1;IER5;CCP110;NOL8;DDIT4;INHBB;SPHK1;XPC;CDKN2AIP;FDXR;KIF13B;DDIT3;PTPN14;F2R;EPS8L2;BLCAP;NINJ1;TRAFD1;MDM2;TM4SF1;ADA;RXRA;ZMAT3;DNTTIP2;RETSAT;FOXO3;SEC61A1;RCHY1;SOCS1;RB1;LDHB;SERTAD3;SDC1;POLH;PPM1D;EPHX1;PROCR;FOS;VDR;SP1;RAB40C;UPP1;CDKN2B	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	1	HCC38	-0.10953181272509004	0.48	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.553267541639086	-1.23958711054361	0.0605600173648795	down	200	197	0.144190517535427	0.0593739823723063	IER3;JUN;CCND1;CEBPB;NFKBIA;SQSTM1;SMAD3;PHLDA1;IER2;CEBPD;TGIF1;KLF10;F3;JAG1;MYC;JUNB;TNFAIP8;DDX58;MARCKS;SAT1;GEM;ATP2B1;GFPT2;KLF6;B4GALT5;PDLIM5;PMEPA1;DRAM1;IER5;RELA;BHLHE40;NFE2L2;GADD45B;TNC;B4GALT1;SPHK1;IRF1;MAP3K8;FOSL1;TUBB2A;PLAU;TRIP10;INHBA;LDLR;PFKFB3;EGR1;NINJ1;CSF1;CD44;TANK;ID2;MCL1;ZBTB10;SLC2A6;NR4A1;DUSP1;EHD1;IFIT2;FOSB;HES1;FOS;CLCF1;IFNGR2;NFKB1;IL15RA;VEGFA;IL6ST;TIPARP;TSC22D1;BCL3;MXD1;PANX1;CXCL2;ZC3H12A;NFKB2;TNIP2;CXCL3;KLF4;BIRC2	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	2	HCC38	-0.10953181272509004	0.48	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.735904402863808	-1.55413898848737	0.0005585946496564	down	97	93	0.0095031443659522	0.477270815362862	ISG15;EIF2AK2;MX1;LGALS3BP;PSMB8;PSMB9;IFI30;PNPT1;BST2;TRIM25;PSME1;PLSCR1;PARP14;PSME2;IFI35;UBE2L6;USP18;NMI;IFITM3;HLA-C;DDX60;LAP3;IFI44L;CASP8;NUB1;IRF1;IRF2;SLC25A28;IFI27;OAS1;SAMD9;HERC6;ADAR;IRF9;TRAFD1;CSF1;IL15;SP110;IFIT3;WARS;NCOA7;OASL;IFIT2;LY6E;CD47;PROCR;IRF7;TRIM14;MOV10;OGFR;IFITM1;IFI44	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	3	HCC38	-0.10953181272509004	0.48	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.653161765658311	-1.46375642596165	0.0007006248619265	down	200	198	0.0095031443659522	0.477270815362862	ISG15;EIF2AK2;RBCK1;RNF213;MX1;LGALS3BP;PTPN2;PSMB8;NFKBIA;STAT1;NCOA3;PSMB9;IFI30;SRI;PNPT1;HLA-A;PFKP;BST2;TRIM25;PSME1;PLSCR1;PARP14;DDX58;PSME2;IFI35;UBE2L6;OAS3;USP18;NMI;SAMHD1;IFITM3;CASP3;ARL4A;PTPN1;DDX60;PML;RIPK1;LAP3;IFI44L;CASP7;ARID5B;TAPBP;PSMB10;CASP8;IRF1;IRF2;SLC25A28;IFI27;STAT3;HERC6;HLA-B;TNFSF10;ADAR;IRF9;TRAFD1;IL15;SP110;IFIT3;WARS;HIF1A;CFB;OASL;IFIT2;LY6E;SOCS1;ISOC1;XAF1;NFKB1;IL15RA;UPP1;IRF7;TRIM14;C1R;OGFR	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	4	HCC38	-0.10953181272509004	0.48	50
HALLMARK_GLYCOLYSIS	-0.601865050419706	-1.34879884499309	0.0098730606488011	down	200	198	0.0493653032440056	0.150964206987421	EXT1;IER3;RBCK1;EGFR;NASP;HDLBP;IGFBP3;AKR1A1;HMMR;PAM;POLR3K;TPBG;G6PD;HS6ST2;COG2;PGLS;PFKP;GYS1;PYGB;GALK1;FUT8;GUSB;CLN6;KDELR3;GALE;ADORA2B;ALDOA;STMN1;HSPA5;PLOD2;DDIT4;TSTA3;B4GALT1;DEPDC1;SRD5A3;MPI;IDH1;PYGL;CENPA;CYB5A;B4GALT2;NDUFV3;PMM2;GFPT1;KIF2A;ANKZF1;B3GAT3;COPB2;PGM2;GLCE;TGFBI;PAXIP1;CD44;ARTN;PSMC4;CAPN5;GPC1;RARS;COL5A1;CITED2;AGRN;CASP6;SLC25A10;ELF3;SLC25A13;SOX9;GPC4;LHPP;GMPPA;NANP;SDC1;HS2ST1;MDH1;PPP2CB;RPE;GNPDA1;VCAN;PDK3;PLOD1;UGP2;VEGFA	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	5	HCC38	-0.10953181272509004	0.48	50
HALLMARK_MTORC1_SIGNALING	-0.520000776244396	-1.1643880602425	0.144782608695652	down	200	196	0.249625187406297	0.036810997511849	TCEA1;RRM2;MCM4;FADS1;SQSTM1;PITPNB;SLC7A5;CALR;IFI30;G6PD;ACTR2;GMPS;UCHL5;EPRS;HSPE1;PIK3R3;SERPINH1;TUBA4A;SQLE;IMMT;SRD5A1;TFRC;PSMA4;PFKL;CANX;RPA1;ELOVL6;TMEM97;ARPC5L;RDH11;EBP;USO1;PSMD12;M6PR;BHLHE40;ALDOA;HSPA5;PLOD2;DDIT4;SLC1A5;DDX39A;SKAP2;UNG;CACYBP;ACSL3;IDH1;FDXR;DHCR7;DDIT3;ATP2A2;QDPR;GGA2;GSK3B;ACLY;LDLR;POLR3G;CCNF;HMBS;SSR1;SLC9A3R1;TM7SF2;PSMC4;NMT1;PHGDH;WARS;HPRT1;PGM1;PSPH;TUBG1;CYP51A1;BUB1;EDEM1;GTF2H1;PSAT1	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	6	HCC38	-0.10953181272509004	0.48	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.420453857684247	1.15783954530424	0.07981220657277	up	200	183	0.166275430359937	0.175004015942342	NDUFC2;COX6C;VDAC2;CYCS;COX7C;UQCRH;SLC25A6;SLC25A5;ATP6V0C;NDUFA2;COX6A1;ATP6V1D;COX5A;TOMM22;ATP6V0E1;ATP6V1F;COX7A2;UQCRB;COX6B1;PDHX;SUPV3L1;HADHB;COX8A;UQCR11;GRPEL1;NDUFA1;OAT;UQCR10;MRPL11;NDUFB8;SUCLA2;MTX2;NDUFB2;DLST;SLC25A12;COX7A2L;ABCB7;MDH2;POLR2F;NDUFB3;SDHA;NDUFA8;COX10;CPT1A;AIFM1;ATP6V1C1;COX4I1;NDUFB4;NDUFS6;SDHB;ACAT1;COX7B;NDUFA9;MRPS30;ATP6V1E1;NDUFA4;ATP6AP1;HCCS;MRPS15;ALDH6A1;MRPL15;OGDH;MRPS22;PDP1;ISCU	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	7	HCC38	-0.10953181272509004	0.48	50
HALLMARK_E2F_TARGETS	-0.642377084612981	-1.4384136364158	0.0013907607420264	down	200	196	0.013907607420264	0.45505986738723	PRKDC;SMC4;MCM5;UBE2T;PCNA;DNMT1;PAICS;NASP;RRM2;NOP56;MCM4;ANP32E;CDC25B;HMMR;SSRP1;TK1;BIRC5;EZH2;PSIP1;CDKN3;CENPM;MCM7;CENPE;XPO1;USP1;MYC;DEK;TIMELESS;SMC1A;ASF1B;RFC3;PA2G4;TFRC;KIF2C;SMC6;LIG1;MYBL2;TACC3;CIT;TOP2A;RPA1;CHEK2;ATAD2;POLD2;EED;UBR7;GSPT1;HNRNPD;BRCA2;HMGB2;MELK;CDC20;BRCA1;STAG1;STMN1;POLE;MCM6;CCP110;NBN;KIF4A;GINS4;RACGAP1;POLE4;DDX39A;UNG;POLD1;SHMT1;CDK4;DEPDC1;H2AFZ;TCF19;ING3;MSH2;TUBB;RAD50;CDCA8;BUB1B;LBR;TMPO;MLH1;ASF1A;PDS5B;SRSF1;KIF22;SLBP;CDCA3;ESPL1;SPC25;KIF18B;HELLS;POLD3;RPA2;DSCC1;XRCC6;CCNE1;TUBG1;RFC1;DONSON;IPO7;POLA2;CTCF;LMNB1;GINS3;PPM1D;PAN2;MMS22L;NCAPD2;H2AFX;HMGB3;RFC2;SPAG5;WDR90;E2F8;PRIM2;NAA38;PLK4;DCK;PSMC3IP;RBBP7	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	8	HCC38	-0.10953181272509004	0.48	50
HALLMARK_G2M_CHECKPOINT	-0.61409159022538	-1.37414301563206	0.0049989132797218	down	200	193	0.0312432079982612	0.213387923018053	SMC4;MCM5;RASAL2;CENPF;CCND1;NCL;NASP;HNRNPU;EFNA5;SMAD3;ATRX;SLC7A5;CDC25B;HMMR;PURA;BIRC5;DTYMK;E2F1;CDC45;EZH2;ATF5;CDKN3;SFPQ;CENPE;XPO1;CASP8AP2;MYC;HSPA8;SMC1A;SQLE;RBL1;CBX1;MARCKS;KIF2C;HOXC10;MYBL2;TACC3;FBXO5;TOP2A;SMARCC1;PRC1;WRN;GSPT1;HNRNPD;BRCA2;CDC20;STAG1;STMN1;POLE;NEK2;MCM6;KIF4A;RACGAP1;CCNA2;DBF4;DDX39A;PML;CDK4;UCK2;RAD23B;CENPA;CDC7;H2AFZ;SS18;SMC2;NDC80;KATNA1;FANCC;CCNF;KIF15;MEIS2;LBR;TMPO;KIF11;H2AFV;PDS5B;HMGN2;SRSF1;MNAT1;KIF22;SLC38A1;NUP98;SLC12A2;GINS2;ESPL1;RPA2;MTF2;CUL3;TTK;HIF1A;BUB1;POLA2;CTCF;LMNB1;INCENP;CHAF1A;CUL5;E2F2	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	9	HCC38	-0.10953181272509004	0.48	50
HALLMARK_MYC_TARGETS_V1	0.435825434646609	1.21156284396098	0.0368020304568528	up	200	197	0.119471238677803	0.269842314478839	RPL34;RPS3;RPL18;RPS10;ERH;RPL6;PABPC1;NPM1;RPS5;RSL1D1;CNBP;RPL22;RPS6;ETF1;SRSF2;COX5A;RPL14;SSB;PCBP1;FBL;SNRPG;DDX21;NHP2;EIF3B;PSMA6;TCP1;PSMD14;LSM7;CCT2;GNL3;C1QBP;DHX15;YWHAE;SF3A1;VBP1;UBE2L3;PSMD7;YWHAQ;GLO1;EIF4A1;TRA2B;RANBP1;RPLP0;EIF1AX;CCT4;EIF2S1;ODC1;ORC2;SNRPD2;KPNA2;TXNL4A;STARD7;HNRNPC;PHB;COPS5;BUB3;PSMD8;PSMB3;NOLC1;PPIA;SSBP1;RAN;NME1;PSMA7;SNRPD3;PWP1;PSMA2;EIF3D;SNRPB2;PGK1;SNRPD1;TFDP1;SRM;NCBP1	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	10	HCC38	-0.10953181272509004	0.48	50
HALLMARK_HYPOXIA	-0.560488012156908	-1.25343664809605	0.0496901163422855	down	200	191	0.138028100950793	0.0659642175442741	EXT1;IER3;S100A4;EGFR;JUN;GCNT2;ILVBL;HDLBP;IGFBP3;PAM;TPBG;MYH9;PFKP;F3;GYS1;RBPJ;PRKCA;PFKL;GALK1;ADM;NDST1;KLF6;NAGK;KDELR3;ADORA2B;BHLHE40;ALDOA;GAA;HSPA5;NR3C1;DDIT4;PKP1;SLC25A1;KLF7;LOX;DDIT3;PRDX5;SCARB1;VHL;PFKFB3;ETS1;ANKZF1;PGM2;TGFBI;GPC1;LXN;FOXO3;COL5A1;PGM1;KLHL24;PDGFB;CITED2;CASP6;DUSP1;PLAC8;BNIP3L;GPC4;TGM2;TPD52;ERRFI1;FOS;CCNG2;PDK3;SRPX;HK1;UGP2;VEGFA	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	11	HCC38	-0.10953181272509004	0.48	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.495004757715184	-0.959727062558308	0.546760710553814	down	49	46	0.614968744720392	0.0170045391601561	MBP;PRDX2;GCLM;GPX4;G6PD;PRDX6;PFKP;NDUFA6;ABCC1;JUNB;NQO1;MGST1;CDKN2D;ERCC2;SBNO2;GLRX2	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	12	HCC38	-0.10953181272509004	0.48	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.379586554010805	-0.812732293917389	0.845368005572324	down	113	109	0.845368005572324	0.0088157214220666	NOP56;CEBPB;NOP14;SLC7A5;CALR;PARN;EXOSC5;SHC1;FUS;TTC37;KDELR3;PREB;HSPA5;DDIT4;EIF4G1;EIF4E;EXOSC10;PDIA6;HYOU1;EXOSC9;TUBB2A;EXOSC4;SRPRB;SSR1;EXOSC1;SDAD1;DNAJC3;LSM1;LSM4;EDEM1;IMP3;PSAT1;HERPUD1;SEC31A;EIF2AK3;ALDH18A1;WFS1;CEBPG;H2AFX;VEGFA	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	13	HCC38	-0.10953181272509004	0.48	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.538008129315727	-1.20448987600124	0.0946842048048701	down	200	195	0.182085009240135	0.0467212718610304	FBLN1;JUN;COL6A2;IGFBP3;TPM1;SPOCK1;ECM1;LAMA3;MCM7;SERPINH1;PFN2;COL12A1;CALD1;ITGAV;SAT1;SFRP1;BASP1;TNFRSF12A;GEM;SERPINE2;LAMC2;LGALS1;PMEPA1;MGP;ITGB1;CAPG;GADD45B;TPM4;PLOD2;TNC;MYLK;DST;FLNA;CDH2;ADAM12;PLOD3;CAP2;LOX;INHBA;SGCB;FZD8;TGFBI;FGF2;TGFBR3;COL4A1;CD44;IL15;FOXC2;FSTL3;MATN2;LOXL2;ID2;GPC1;COL5A1;SLIT2;WIPF1;PCOLCE;LAMC1;PCOLCE2;IGFBP2;COPA;SDC1;TGM2;COL16A1;CDH11;VCAN;PLOD1;VEGFA	HCC1143	PRPF6	23	1325	36601	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HCC1143 / PRPF6	2	Tier 1	benchmark-relevant anchor	14	HCC38	-0.10953181272509004	0.48	50
