context	cell_line	target_gene	shift_percentile	dependency_percentile	endpoint_category	evidence_role	category_interpretation
HepG2 day 7	HepG2	RPL27A	0.948		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL31	0.984		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL32	0.962		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL35	0.974		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL36	0.983		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL37A	0.964		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL4	0.971		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL5	0.942		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL7	0.968		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL8	0.973		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPL9	0.966		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPLP0	0.935		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS13	0.955		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS14	0.822		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS15	0.911		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS19	0.976		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS20	0.905		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS24	0.945		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS27A	0.93		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS3	0.929		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS3A	0.951		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS6	0.953		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS7	0.913		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS8	0.959		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RPS9	0.917		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RRM2	0.842		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	RUVBL1	0.992		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SCFD1	0.79		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SEC61A1	0.806		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SF3B3	0.989		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SF3B5	0.987		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SFPQ	0.965		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SNRNP200	0.85		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SNRNP70	0.938		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SRP54	0.832		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SYMPK	0.926		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	THAP1	0.755		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	THOC2	0.889		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	TNPO3	0.809		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	TRMT112	0.804		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	TSR2	0.952		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	U2SURP	0.778		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	UBL5	0.83		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	USP39	0.811		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	UTP15	0.936		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	WDR33	0.816		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	WDR43	0.892		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	WDR75	0.92		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	XPO1	0.957		Q1_anchor	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ARHGAP6	0.767		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ATF5	0.855		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	CNOT1	0.869		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	CUL7	0.937		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	DCUN1D5	0.759		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EXOSC8	0.776		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	FBRSL1	0.754		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	GLB1	0.805		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NAA38	0.871		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	POLR1D	0.781		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SLC25A42	0.902		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	UBQLN4	0.856		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	YTHDC1	0.817		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ZC3H13	0.853		Q2_shift_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ANAPC11	0.147		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ANKLE2	0.064		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	BCL2L1	0.039		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	CCNK	0.112		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	CDC20	0.238		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	CIAO1	0.249		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	DHX37	0.123		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	DYNLRB1	0.082		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	EIF1AX	0.159		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	HIRA	0.049		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	IK	0.076		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	ISCU	0.072		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	KIF11	0.107		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	MAD2L2	0.156		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NAPG	0.173		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	NCAPD2	0.223		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	PCBP2	0.092		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	POLR1C	0.024		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	PRC1	0.169		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SRCAP	0.246		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	SRSF11	0.048		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	TRAPPC3	0.213		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	TTC1	0.161		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	TUBG1	0.043		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	UBTF	0.065		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
HepG2 day 7	HepG2	YRDC	0.085		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
