context	contrast_id	positive_category	negative_category	claim_role	included	reason	n_genes	n_targets_positive	n_targets_negative	panel	pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	collection	ranking_method	claim_boundary	padj_within_context_contrast	endpoint_category	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	artifact	path	size_bytes	sha256
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Mitotic Spindle	-0.788792835233653	-1.72386475401254	6.963724398466921e-10	1.16062073307782e-08	0.801215574617779	199.0	199.0	down	ARHGAP29;TRIO;CENPF;PRC1;TPX2;MYO1E;SMC4;LMNB1;ANLN;MYH9;RASAL2;SEPTIN9;EPB41L2;BIRC5;VCL;DLGAP5;SMC1A;PDLIM5;NUSAP1;AKAP13;KIF23;CENPE;TBCD;NDC80;SPTBN1;CCNB2;PLK1;FLNA;ACTN4;KIF4A;DST;RASA1;NIN;SAC3D1;TOP2A;CLASP1;CTTN;YWHAE;ECT2;TLK1;ARHGDIA;CKAP5;KIF1B;DYNC1H1;PALLD;AURKA;FBXO5;DLG1;FSCN1;TUBGCP5;KIF20B;CDC42BPA;ALMS1;FLNB;ITSN1;OPHN1;LRPPRC;TIAM1;BUB1;KIF3B;RABGAP1;KIF11;KIF22;CCDC88A;SORBS2;RACGAP1;CEP192;CDC42;FARP1;BRCA2;TTK;SSH2;STAU1;RAPGEF6;RALBP1;MYO9B;FGD6;ARHGEF3;NCK2;CEP250;KNTC1;ARHGAP10;HOOK3;ABR;ARFGEF1;EPB41;CLIP2;KIF2C;PCM1;PXN;NF1;CDK5RAP2;NEK2;GEMIN4;CAPZB;PCNT;SOS1;PIF1;BCAR1;KIF3C;CEP131;MID1;RAPGEF5;SMC3;INCENP;MYH10	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	1.1606207330778201e-08											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Myc Targets V1	-0.736557968940118	-1.60710836863338	3.53532308274185e-06	4.41915385342731e-05	0.627256739718528	196.0	200.0	down	TYMS;HNRNPU;RPS3;SNRPA1;HNRNPA3;HNRNPA2B1;HSP90AB1;EIF4G2;HSPD1;HNRNPR;LDHA;HNRNPA1;SERBP1;XRCC6;MCM4;NPM1;HNRNPD;CCT3;PTGES3;RANBP1;SRSF7;HSPE1;CDC20;G3BP1;PCNA;RPS2;PSMA1;RPL34;PSMD1;EEF1B2;SET;CCT5;RAD23B;RUVBL2;HDGF;MCM5;CYC1;KPNA2;XPO1;POLD2;PPM1G;C1QBP;RRM1;MCM7;KPNB1;SNRPD3;YWHAE;HNRNPC;PPIA;NAP1L1;PGK1;GSPT1;RAN;SRSF3;RPL6;MCM6;SMARCC1;RPLP0;SF3B3;CCNA2;TFDP1;PSMD14;VBP1;FAM120A;GOT2;PA2G4;IMPDH2;DEK;TARDBP;NOP56;EIF4H;VDAC3;ILF2;EIF4E;CLNS1A;SNRPA;TRIM28;MRPL23;SRM;SRPK1;PSMA4;SLC25A3;CCT2;PSMB3;HDAC2;VDAC1;CDC45;SRSF1;CAD;PSMD3;CTPS1;HPRT1;MCM2;NOP16;PABPC4;PHB;TOMM70;EIF4A1;AIMP2;RPL14;NOLC1;SRSF2;PRDX3;DUT;FBL;EXOSC7;DHX15;UBE2L3;APEX1;CDK2;PSMA2;ABCE1;XPOT;RNPS1;EIF3B;CSTF2;CUL1;CDK4;SNRPD2;PHB2;SNRPD1;CANX;DDX18;CCT7;USP1;MAD2L1;NCBP1;BUB3	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	4.419153853427312e-05											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Myc Targets V2	-0.685833821155959	-1.33715483035065	0.0554463232402674	0.218767990788716	0.0686890698977699	58.0	58.0	down	HSPD1;MCM4;NPM1;HSPE1;PLK1;MCM5;TCOF1;PA2G4;NOP56;SRM;SLC19A1;UNG;GRWD1;PRMT3;MRTO4;LAS1L;IPO4;NOP16;PUS1;PHB;AIMP2;NOLC1;MYBBP1A;TMEM97;WDR43;FARSA;CDK4;NOC4L;DCTPP1;PLK4;DDX18;SORD	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Myogenesis	-0.456917570377261	-0.998569028367358	0.488768396591789	0.610960495739737	0.0162217337048329	199.0	200.0	down	IGFBP3;ITGB4;MYH9;ITGB1;CKB;TPM3;COL6A2;ADAM12;MYO1C;NAV2;WWTR1;FLII;MAPK12;CNN3;KIFC3;PLXNB2;FDPS;APP;COL4A2;TEAD4;SVIL;RB1;MYLK;NCAM1;FGF2;SMTN;CFD;ITGB5;HDAC5;SORBS1;DMPK;TSC2;PSEN2;AGL;AGRN;PDLIM7;PC;GNAO1;TPM2;SLC6A8;DAPK2;GAA;ADCY9;ANKRD2;KCNH1;SCD;MEF2A	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6109604957397362											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Notch Signaling	-0.699686188864156	-1.25908845964407	0.13732444318343	0.326962959960548	0.0440812781729208	32.0	32.0	down	NOTCH3;CCND1;PRKCA;JAG1;SKP1;DTX2;TCF7L2;CUL1;HES1;ARRB1;MAML2;PSEN2;PPARD;ST3GAL6;SAP30;NOTCH2;NOTCH1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3269629599605476											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Oxidative Phosphorylation	0.442131311189032	1.17926638966091	0.0704663212435233	0.218767990788716	0.175004015942342	200.0	200.0	up	ATP6V0E1;VDAC2;COX7A2;CYCS;COX6A1;NDUFB5;UQCRB;NDUFA1;ATP6V0C;NDUFB4;ATP6V1F;COX6C;TIMM9;ATP5F1E;TIMM50;ATP5PO;ATP6V1G1;COX17;NDUFA2;ATP6V0B;MGST3;GRPEL1;UQCR11;TIMM17A;NDUFB8;SDHB;POLR2F;COX7C;UQCRH;ISCU;SURF1;COX5B;PDP1;ATP5MG;COX4I1;SUPV3L1;NDUFB3;NDUFC2;COX7A2L;MDH1;MRPS30;NDUFB2;HCCS;COX6B1;SDHD;ACAA2;MRPS22;NDUFA4;ATP6V1C1;NDUFS3;PDHX;COX5A;UQCR10;SUCLA2;TOMM22;HADHB;ISCA1;ATP6V1E1;ECI1;ATP6V1D;MTX2;ECH1;NDUFA6;MRPS11;NDUFS7;COX8A;ATP6AP1;MDH2;NNT;NDUFB1;MRPS15;NDUFB7	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	PI3K/AKT/mTOR  Signaling	-0.519109594364208	-1.07696867217165	0.331065484145304	0.564172669435827	0.0235758097191922	105.0	105.0	down	EGFR;SFN;CALR;HSP90B1;CLTC;AP2M1;CFL1;PFN1;ARHGDIA;PPP1CA;ACACA;AKT1;EIF4E;TIAM1;PRKAR2A;PTEN;PTPN11;ACTR2;RALB;CAB39;GRK2;MKNK1;RPTOR;MAPK8;YWHAB;MAPK1;E2F1;CDK2;MAP2K6;PIN1;CDK4;PIK3R3;MAP3K7;VAV3;CAMK4;HRAS;MAPKAP1;TBK1;TSC2;PIKFYVE;MAP2K3	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5641726694358272											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Pancreas Beta Cells	0.594844470236253	1.2641482162288	0.127745241581259	0.319363103953148	0.0759225511621017	40.0	40.0	up	SRP14;SPCS1;SRPRB;MAFB;SRP9;SEC11A	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3193631039531475											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Pperoxisome	-0.490855475614763	-1.01771807069047	0.446174431334388	0.590024486228979	0.018957600308321	104.0	104.0	down	IDH2;SEMA3C;FADS1;TSPO;TOP2A;SMARCC1;PRDX1;MSH2;SCP2;YWHAH;FIS1;DHRS3;IDE;DHCR24;CRABP2;FDPS;IDH1;ATXN1;CTPS1;SLC25A17;MVP;SLC23A2;ABCC5;SLC35B2;ECI2;RDH11;CTBP1;HRAS;ALDH9A1;LONP2;CLN6;NUDT19;IDI1;CAT;ACSL4;ABCD3;PEX2;EHHADH;ITGB1BP1;ACAA1;ABCB9;PEX11A;ACSL1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5900244862289795											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Protein Secretion	-0.505666098973772	-1.04279761906627	0.394920868605079	0.564172669435827	0.0209418871689618	96.0	96.0	down	EGFR;ANP32E;PAM;AP2B1;CLTC;AP2M1;DST;KIF1B;AP3B1;COPB2;GOLGA4;CAV2;DNM1L;ATP1A1;ADAM10;CTSC;SEC24D;ARFGEF1;SEC31A;USO1;MAPK1;STX16;IGF2R;COPB1;GBF1;TMX1;GNAS;KRT18;ARCN1;M6PR;ARFGEF2;ARFGAP3;RAB14;COG2;ARFIP1;COPE;ICA1;TMED10;CLCN3;SNX2;ZW10;SGMS1;ATP7A;STX12;MON2	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5641726694358272											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Reactive Oxygen Species Pathway	0.499881737301598	1.09891605314448	0.274525316455696	0.527933300876339	0.0528500333504708	49.0	49.0	up	FTL;SOD2;NDUFB4;PRNP;LAMTOR5;ATOX1;SELENOS;EGLN2;CDKN2D;JUNB;PRDX4;PDLIM1;NDUFA6;GCLC;MGST1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5279333008763385											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Spermatogenesis	-0.601727977972178	-1.27672593208082	0.0568088836937464	0.218767990788716	0.0638665387777927	134.0	135.0	down	CDKN3;NF2;TALDO1;CCNB2;MAP7;EZH2;AURKA;MAST2;PEBP1;MTOR;VDAC3;BUB1;PRKAR2A;DBF4;NCAPH;STRBP;MLLT10;TTK;IDE;GMCL1;KIF2C;NEK2;IFT88;CSNK2A2;HSPA4L;CAMK4;ZC3H14;HSPA2;SCG5;SLC12A2;ART3	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	TGF-beta Signaling	-0.625425882459957	-1.20894224109612	0.17038405701465	0.37040012394489	0.0374794960289456	54.0	54.0	down	ID1;HIPK2;SMAD3;PMEPA1;SMURF2;THBS1;SPTBN1;RAB31;BCAR3;SMURF1;HDAC1;PPP1CA;SMAD6;ID3;WWTR1;TJP1;XIAP;IFNGR2;BMPR1A;TRIM33;MAP3K7;CDK9;SKI;SERPINE1;ENG;BMP2;CTNNB1;NCOR2;APC;ACVR1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3704001239448913											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	TNF-alpha Signaling via NF-kB	0.620034322932335	1.65377483785048	4.90754409640851e-05	0.0004907544096408	0.557332238758646	200.0	200.0	up	GADD45A;SOD2;PPP1R15A;BTG1;PLAUR;PNRC1;BTG3;ATF3;EIF1;LAMB3;SQSTM1;KLF6;EDN1;TSC22D1;IRS2;HBEGF;CCNL1;JUN;TUBB2A;SDC4;IRF1;GADD45B;MCL1;CDKN1A;AREG;MAFF;SAT1;TGIF1;SERPINB8;TNF;NFIL3;KLF4;YRDC;INHBA;VEGFA;CEBPB;RCAN1;ZBTB10;TRIB1;IL6;JUNB;SGK1;IFIT2;PTX3;IL23A;RELB;RELA;ICOSLG;TNFRSF9;DNAJB4;MXD1;CXCL1;NFKBIA;TNIP2;DUSP4;CCN1;PHLDA2;KDM6B;LITAF;PTPRE;EFNA1;CXCL3;RHOB;PER1;TANK;NINJ1;MSC;NAMPT;TIPARP;DUSP1;IFIH1;SPSB1;FOSL2;TNFAIP3;RIPK2;BCL6;GEM	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0004907544096408											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	UV Response Dn	-0.66936176554495	-1.42861281021991	0.0037011334721258	0.0304304525838221	0.256635016972443	144.0	144.0	down	ID1;CAV1;ANXA2;PTPRM;F3;INPP4B;IGF1R;SMAD3;PDLIM5;PRKCA;TGFBR2;NRP1;RUNX1;PRKCE;EFEMP1;ATRX;SRI;APBB2;SYNJ2;ADORA2B;FHL2;MGMT;CAP2;DLG1;CDC42BPA;SIPA1L1;MTA1;PPARG;PTEN;ABCC1;VAV2;BCKDHB;MET;IRS1;TENT4A;FZD2;MAPK14;ATXN1;LDLR;TJP1;DYRK1A;ZMIZ1;DDAH1;PHF3;BMPR1A;ADD3;TGFBR3;ARHGEF9;NFKB1;GRK5;ATRN;LAMC1;NFIB;PIK3R3;LPAR1;CDK13;PIK3CD;LTBP1;ICA1;NEK7;MAP2K5;SERPINE1;MMP16;AGGF1;NIPBL;NR3C1;DLC1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0304304525838218											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	UV Response Up	0.453769679901872	1.18202976900338	0.0782945736434109	0.218767990788716	0.143184642183776	156.0	158.0	up	SOD2;BTG1;BTG3;ATF3;SQSTM1;ATP6V1F;EIF5;PPP1R2;HMOX1;CDC34;UROD;IRF1;GRPEL1;TMBIM6;MGAT1;DDX21;EPHX1;CDC5L;GRINA;IL6;JUNB;HSPA13;CEBPG;YKT6;ATP6V1C1;CDKN1C;CDKN2B;RFC4;POLE3;NFKBIA;POLG2;ASNS;RXRB;BAK1;BID;RHOB;PLCL1;NXF1;PARP2;RRAD;STARD3;POLR2H;CCND3;FGF18;DNAJA1;TYRO3;ALAS1;CASP3;ICAM1;ENO2;AQP3;PRPF3;HLA-F	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Unfolded Protein Response	-0.431555736739263	-0.899733942908018	0.680635838150289	0.752563997473372	0.01265541871315	110.0	113.0	down	CALR;NPM1;EEF2;HSP90B1;DKC1;SLC7A5;EIF4G1;YWHAZ;PARN;TTC37;PDIA6;FUS;MTREX;NOP56;EIF4E;NOP14;DCTN1;KHSRP;CNOT6;EIF4EBP1;SPCS3;HYOU1;IMP3;EXOSC10;EIF4A1;NOLC1;RPS14;SEC31A;GEMIN4;BANF1;CXXC1;HSPA5;SHC1;XPOT;ALDH18A1;CNOT2;ATP6V0D1;MTHFD2;ATF6;HSPA9;PDIA5;NABP1;EXOC2	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7525639974733717											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Wnt-beta Catenin Signaling	-0.596472629753902	-1.11427215791413	0.308007652364034	0.550013664935775	0.0267486380487619	42.0	42.0	down	NUMB;HDAC2;JAG1;FZD8;TP53;WNT5B;SKP2;JAG2;CUL1;WNT6;HDAC5;PSEN2;PPARD;CTNNB1;NCOR2	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.550013664935775											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	Xenobiotic Metabolism	-0.438678369487725	-0.957509045200006	0.584453081621322	0.695777478120621	0.0136887929450163	197.0	200.0	down	MT2A;PTGES3;CDA;PDLIM5;PGD;COMT;GCNT2;MTHFD1;CBR1;GART;PTGES;ADH5;CA2;ATP2A2;LPIN2;NMT1;GSTO1;PTGR1;FBLN1;IDH1;HPRT1;ESR1;ABCC3;MCCC2;TMEM97;ASL;CASP6;GSS;BCAR1;AHCY;ENTPD5;TPST1;IGFBP4;SHMT2;CSAD;ACO2;JUP;ALDH9A1;CYP1A1;CNDP2;POR;SERPINE1;PC;PPARD;FAH;GSR;ACP2;BPHL;CAT	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6957774781206215											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	heme Metabolism	-0.403497598941074	-0.879595126385933	0.75676277412891	0.805066780988202	0.0099030174023736	194.0	200.0	down	PRDX2;PGLS;GMPS;CTSB;HDGF;TCEA1;ELL2;SEC14L1;FBXO34;UBAC1;CAST;CA2;TNRC6B;LPIN2;TSPAN5;HMBS;ADD1;BSG;MFHAS1;SLC25A37;EPB41;FOXO3;OSBP2;NARF;SLC30A1;UCP2;FBXO9;ENDOD1;GAPVD1;IGSF3;USP15;TFRC;NUDT4;MARK3;DAAM1;KLF3;NFE2L1;BTRC;GCLM;UROS;PSMD9;AGPAT4;SLC6A9;NEK7;TOP1;CLCN3;PC;MAP2K3;NR3C1;PICALM;SLC6A8;CDR2;SPTB;CAT;BMP2K;SLC11A2;EZH1;E2F2;MKRN1;FBXO7;RNF123;EIF2AK1;XPO7	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8050667809882021											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	mTORC1 Signaling	-0.563006065012161	-1.22950583711159	0.0741931906399024	0.218767990788716	0.0539014313173232	198.0	200.0	down	ENO1;HSPD1;CALR;LDHA;MCM4;HSPE1;HSP90B1;CCT6A;IMMT;FADS1;PDAP1;GMPS;SLC7A5;DHFR;SDF2L1;PLK1;TCEA1;HSPA4;GAPDH;STIP1;PPIA;PGK1;G6PD;RRM2;ACACA;CACYBP;PSMD12;UCHL5;PSMD14;AURKA;GPI;SLC9A3R1;RPA1;PRDX1;FDXR;PSPH;PSMB5;PITPNB;BUB1;ARPC5L;SRD5A1;UNG;PSMA4;ACLY;ATP2A2;NMT1;PFKL;PLOD2;DHCR24;CTSC;HMBS;POLR3G;ACTR2;SQLE;IDH1;LDLR;SERPINH1;EBP;HPRT1;MCM2;ME1;TPI1;HMGCS1;GGA2;IFI30;NUP205;TOMM40;ELOVL6;USO1;TMEM97;DDX39A;ADD3;CCNF;DHCR7;HSPA5;TUBG1;ACSL3;HMGCR;NFYC;TFRC;M6PR;PSMA3;SHMT2;PIK3R3;ABCF2;CANX;MTHFD2;RDH11;SORD;FADS2;TUBA4A;HSPA9;ALDOA;TBK1;CYP51A1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2187679907887161											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							b	p53 Pathway	0.500010557788883	1.33353022505707	0.0116670804063992	0.0648171133688845	0.380730400722792	196.0	200.0	up	KRT17;GADD45A;DDIT3;NUPR1;PPP1R15A;SLC3A2;BTG1;RPS27L;UPP1;ATF3;RPS12;TRIB3;RPL18;TSC22D1;TM4SF1;HBEGF;JUN;HMOX1;PERP;VAMP8;CDKN1A;SAT1;TPRKB;ISCU;NDRG1;HINT1;KLF4;EPHX1;FAM162A;TRAF4;BLCAP;TXNIP;TSPYL2;CCNK;CDKN2B;TPD52L1;STOM;MXD1;S100A10;CSRNP2;SLC7A11;PTPRE;BAK1;AK1;IP6K2;PHLDA3;NINJ1;SEC61A1;SERTAD3;ZMAT3;RRAD;OSGIN1;RAB40C;CDKN2AIP;RETSAT;DNTTIP2;CCND3;MKNK2;ABHD4	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0648171133688844											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Adipogenesis	0.406632166857342	1.07191071972142	0.218956208758248	0.364927014597081	0.0741759589930859	199.0	200.0	up	GADD45A;APOE;COX6A1;DDT;RIOK3;GHITM;MGST3;SDHB;ATP5PO;UQCR10;UQCR11;GRPEL1;JAGN1;RAB34;COX8A;PIM3;ARL4A;DHRS7;AK2;DNAJB9;UBC;MGLL;PLIN2;STOM;COQ5;TANK;NDUFB7;RTN3;MDH2;REEP5;QDPR;IFNGR1;ACAA2;MRPL15;SLC1A5;PDCD4;COX7B;NDUFS3;GPAT4;ESRRA;APLP2;RMDN3;DRAM2;PEMT;MTCH2	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.36492701459708											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Allograft Rejection	-0.403016842934939	-0.912790416187844	0.678579995202687	0.706854161669465	0.0126399778868536	196.0	200.0	down	EGFR;EIF4G3;FLNA;EIF5A;HDAC9;EIF3A;GALNT1;STAT1;MTIF2;GLMN;HIF1A;BRCA1;AKT1;RPS3A;MRPL3;RPS9;IFNGR2;LYN;NPM1;ABCE1;F2R;TGFB2	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7068541616694656											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Androgen Response	-0.581474399900221	-1.23477699761792	0.110772895712017	0.260569633221775	0.0477499829963807	99.0	100.0	down	ALDH1A3;KRT19;INPP4B;XRCC5;XRCC6;SMS;CCND1;PMEPA1;FADS1;PDLIM5;ELL2;ACTN1;MAP7;DBI;ITGAV;AKT1;SPCS3;CDK6;B4GALT1;ACSL3;VAPA;DHCR24;UAP1;ZMIZ1;KRT8;CENPN;SEC24D;HMGCS1;TNFAIP8;STK39;IDI1;AKAP12;PIAS1;APPBP2;BMPR1B;ANKH;UBE2I;PA2G4;FKBP5;HOMER2;MAK;ABCC4;ABHD2;SORD;HMGCR;PLPP1;AZGP1;PTPN21	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.260569633221775											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Angiogenesis	-0.699623580909265	-1.30086277809808	0.10022539444027	0.260569633221775	0.0539880274007771	36.0	36.0	down	S100A4;PTK2;NRP1;JAG1;APP;ITGAV;VAV2;LRPAP1;VCAN;JAG2;TNFRSF21	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.260569633221775											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Apical Junction	-0.61039763781259	-1.38383630859677	0.0067041781395905	0.0372454341088365	0.193113963346815	200.0	200.0	down	ACTB;ITGB1;EGFR;ACTG1;ITGB4;MYH9;PTK2;VCL;ITGA3;NF2;EXOC4;ACTN4;PIK3CB;ACTN1;FSCN1;PFN1;EPB41L2;RSU1;CNN2;TGFBI;CDK8;ADAM9;RASA1;SYMPK;PTEN;CDH3;NEGR1;LAMA3;GAMT;VAV2;B4GALT1;TUBG1;MAPK14;TJP1;IRS1;MSN;SHC1;DLG1;YWHAH;SIRPA;CALB2;ADRA1B;GNAI2;CNTN1;TSPAN4;MAP4K2;CD99;ADAM15;EVL;CTNNA1;VCAN;NF1;NECTIN1;STX4;SLIT2;GTF2F1;HRAS;MAP3K20;PPP2R2C;SGCE;AKT3;MPP5;MYH10;BAIAP2	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.0372454341088361											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Apical Surface	-0.629151511931064	-1.20766128107187	0.182548962291728	0.325980289806656	0.0381964542715156	44.0	44.0	down	EFNA5;CRYBG1;SULF2;NCOA6;APP;BRCA1;B4GALT1;ADAM10;LYN;SRPX;EPHB4;RTN4RL1;DCBLD2;ATP8B1;LYPD3;HSPB1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3259802898066571											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Apoptosis	0.476013149956139	1.22338531698827	0.0606846473029046	0.233402489626556	0.132881872272143	159.0	161.0	up	GADD45A;DDIT3;SOD2;ISG20;PMAIP1;BTG3;VDAC2;LGALS3;TIMP1;ATF3;SQSTM1;PEA15;JUN;CDKN1A;MCL1;TNF;HMOX1;TNFRSF12A;SPTAN1;CLU;TIMP2;SAT1;IRF1;BCL2L1;CYLD;GADD45B;ETF1;IL6;CDKN1B;TXNIP;BCL10;IFNGR1;RELA;PDCD4;BIRC3;BID;WEE1;BCL2L2;CASP4;ENO2;AIFM3;CREBBP;SOD1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.2334024896265561											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Bile Acid Metabolism	-0.430643362130654	-0.926628041980391	0.619352311308436	0.704106921579041	0.0151904381798792	112.0	112.0	down	IDH2;FADS1;BCAR3;FDXR;SCP2;SLC23A2;IDH1;DHCR24;PEX26;SLC35B2;IDI1;ATXN1;PHYH;ABCA3;ABCD3;CYP7B1;GCLM;CAT;LONP2;NEDD4;PXMP2;SLC27A5;PEX13;ISOC1;FADS2;ABCA5;PECR;PAOX;TFCP2L1;HSD17B6;ACSL1	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.70410692157904											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Cholesterol Homeostasis	0.413212151168197	0.959921249350917	0.513464337700146	0.641830422125182	0.0356019436100328	74.0	74.0	up	MAL2;LGALS3;PNRC1;PLAUR;ATF3;TRIB3;FABP5;CD9;CXCL16;TNFRSF12A;CLU;NFIL3;STX5;ANXA5	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6418304221251825											
HCC1143	Q1_anchor_vs_middle	Q1_anchor	middle							b	Coagulation	0.413016490978972	1.04405909243154	0.304306220095694	0.464428821866838	0.0553808666173036	138.0	138.0	up	ARF4;TIMP1;ISCU;CD9;MSRB2;MAFF;RAC1;CLU;S100A1;LAMP2;DUSP14;ITGA2;F12;CSRP1;C1R;GNG12;PROS1;WDR1;LGMN;CFB;TFPI2;PECAM1;SIRT2;S100A13;PEF1;SERPINA1;FYN;MMP7	hallmark	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.4644288218668378											
