context	endpoint_category	collection	pathway	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	claim_boundary	padj
HCC1143	Q4_low_information	reactome	NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Notch-HLH Transcription Pathway R-HSA-350054	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	6	48	2	1	STAT3	0.2367021276595745	descriptive target-membership annotation only	0.2745744680851064
HCC1143	Q4_low_information	reactome	POU5F1 (OCT4), SOX2, NANOG Activate Genes Related To Proliferation R-HSA-2892247	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Platelet Activation, Signaling And Aggregation R-HSA-76002	6	48	1	1	TMSB4X	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Platelet Degranulation R-HSA-114608	6	48	1	1	TMSB4X	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Pre-NOTCH Expression And Processing R-HSA-1912422	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Pre-NOTCH Transcription And Translation R-HSA-1912408	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Programmed Cell Death R-HSA-5357801	6	48	2	1	STAT3	0.2367021276595745	descriptive target-membership annotation only	0.2745744680851064
HCC1143	Q4_low_information	reactome	Protein Folding R-HSA-391251	6	48	2	1	STAT3	0.2367021276595745	descriptive target-membership annotation only	0.2745744680851064
HCC1143	Q4_low_information	reactome	RNA Polymerase II Transcription R-HSA-73857	6	48	11	2	MAML3;ZNF566	0.4198228384570704	descriptive target-membership annotation only	0.445231434526264
HCC1143	Q4_low_information	reactome	RUNX3 Regulates NOTCH Signaling R-HSA-8941856	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Regulation Of Beta-Cell Development R-HSA-186712	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Regulation Of Gene Expression In Late Stage (Branching Morphogenesis) Pancreatic Bud Precursor Cells R-HSA-210744	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005	6	48	1	1	TMSB4X	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	STAT3 Nuclear Events Downstream Of ALK Signaling R-HSA-9701898	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	6	48	2	1	STAT3	0.2367021276595745	descriptive target-membership annotation only	0.2745744680851064
HCC1143	Q4_low_information	reactome	Signal Transduction R-HSA-162582	6	48	8	2	MAML3;STAT3	0.2582459276411903	descriptive target-membership annotation only	0.2956236276945205
HCC1143	Q4_low_information	reactome	Signaling By ALK R-HSA-201556	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	6	48	2	1	STAT3	0.2367021276595745	descriptive target-membership annotation only	0.2745744680851064
HCC1143	Q4_low_information	reactome	Signaling By CSF3 (G-CSF) R-HSA-9674555	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By FGFR In Disease R-HSA-1226099	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By FGFR1 In Disease R-HSA-5655302	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By Interleukins R-HSA-449147	6	48	3	1	STAT3	0.3362627197039777	descriptive target-membership annotation only	0.370314640686659
HCC1143	Q4_low_information	reactome	Signaling By KIT In Disease R-HSA-9669938	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By Leptin R-HSA-2586552	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By MET R-HSA-6806834	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By NOTCH R-HSA-157118	6	48	2	1	MAML3	0.2367021276595745	descriptive target-membership annotation only	0.2745744680851064
HCC1143	Q4_low_information	reactome	Signaling By NOTCH1 R-HSA-1980143	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By NOTCH2 R-HSA-1980145	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By NOTCH3 R-HSA-9012852	6	48	2	1	MAML3	0.2367021276595745	descriptive target-membership annotation only	0.2745744680851064
HCC1143	Q4_low_information	reactome	Signaling By NOTCH4 R-HSA-9013694	6	48	1	1	MAML3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By NTRK1 (TRKA) R-HSA-187037	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By NTRKs R-HSA-166520	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By PDGF R-HSA-186797	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By PDGFR In Disease R-HSA-9671555	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By SCF-KIT R-HSA-1433557	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Transcriptional Regulation By RUNX3 R-HSA-8878159	6	48	3	1	MAML3	0.3362627197039777	descriptive target-membership annotation only	0.370314640686659
HCC1143	Q4_low_information	reactome	Transcriptional Regulation Of Granulopoiesis R-HSA-9616222	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	Q4_low_information	reactome	Transcriptional Regulation Of Pluripotent Stem Cells R-HSA-452723	6	48	1	1	STAT3	0.125	descriptive target-membership annotation only	0.18125
HCC1143	middle	reactome	ALK Mutants Bind TKIs R-HSA-9700645	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Aggrephagy R-HSA-9646399	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Alpha-protein Kinase 1 Signaling Pathway R-HSA-9645460	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Amino Acids Regulate mTORC1 R-HSA-9639288	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Apoptosis R-HSA-109581	32	48	2	1	CDKN2A	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Apoptotic Factor-Mediated Response R-HSA-111471	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Autophagy R-HSA-9612973	32	48	2	2	LAMTOR5;PARK7	0.4397163120567375	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Bile Acid And Bile Salt Metabolism R-HSA-194068	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Biological Oxidations R-HSA-211859	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	C-type Lectin Receptors (CLRs) R-HSA-5621481	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	CLEC7A (Dectin-1) Signaling R-HSA-5607764	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Cell Cycle Checkpoints R-HSA-69620	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Cell Cycle R-HSA-1640170	32	48	3	2	CDKN2A;NPM1	0.7456059204440333	descriptive target-membership annotation only	0.8904446563827365
HCC1143	middle	reactome	Cell Cycle, Mitotic R-HSA-69278	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Cellular Senescence R-HSA-2559583	32	48	2	1	CDKN2A	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Cellular Response To Chemical Stress R-HSA-9711123	32	48	4	3	CDKN2A;NCOA1;PRDX2	0.5926611162503855	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Cellular Response To Starvation R-HSA-9711097	32	48	2	1	LAMTOR5	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Cellular Responses To Stimuli R-HSA-8953897	32	48	8	5	CDKN2A;HDGF;LAMTOR5;NCOA1;PRDX2	0.7576158954858643	descriptive target-membership annotation only	0.8904446563827365
HCC1143	middle	reactome	Cellular Responses To Stress R-HSA-2262752	32	48	8	5	CDKN2A;HDGF;LAMTOR5;NCOA1;PRDX2	0.7576158954858643	descriptive target-membership annotation only	0.8904446563827365
HCC1143	middle	reactome	Chaperone Mediated Autophagy R-HSA-9613829	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Chromatin Modifying Enzymes R-HSA-3247509	32	48	5	3	ARID1A;ENY2;NCOA1	0.801222212878087	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Chromosome Maintenance R-HSA-73886	32	48	2	1	NPM1	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Circadian Clock R-HSA-400253	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Class I Peroxisomal Membrane Protein Import R-HSA-9603798	32	48	1	1	PEX14	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Cyclin D Associated Events In G1 R-HSA-69231	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Cytokine Signaling In Immune System R-HSA-1280215	32	48	3	2	RORC;TAB3	0.7456059204440333	descriptive target-membership annotation only	0.8904446563827365
HCC1143	middle	reactome	Cytoprotection By HMOX1 R-HSA-9707564	32	48	2	1	NCOA1	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Death Receptor Signaling R-HSA-73887	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009	32	48	2	2	CDKN2A;PRDX2	0.4397163120567375	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803	32	48	1	1	PRDX2	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Detoxification Of Reactive Oxygen Species R-HSA-3299685	32	48	1	1	PRDX2	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Deubiquitination R-HSA-5688426	32	48	2	1	SMAD1	0.8936170212765957	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Developmental Biology R-HSA-1266738	32	48	4	1	NCOA1	0.9906465207112756	descriptive target-membership annotation only	0.9906465207112756
HCC1143	middle	reactome	Disease R-HSA-1643685	32	48	7	4	CDKN2A;NPM1;PRDX2;TAB3	0.8443356178657256	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	Diseases Of Programmed Cell Death R-HSA-9645723	32	48	2	2	CDKN2A;PRDX2	0.4397163120567375	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	32	48	3	1	NPM1	0.967622571692877	descriptive target-membership annotation only	0.9729982526467263
HCC1143	middle	reactome	E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654	32	48	1	1	PEX14	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	ESR-mediated Signaling R-HSA-8939211	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Endogenous Sterols R-HSA-211976	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Estrogen-dependent Gene Expression R-HSA-9018519	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	FCERI Mediated NF-kB Activation R-HSA-2871837	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	G1/S DNA Damage Checkpoints R-HSA-69615	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Gene Silencing By RNA R-HSA-211000	32	48	1	1	MYBL1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Gene Expression (Transcription) R-HSA-74160	32	48	12	9	ARID1A;CDKN2A;LAMTOR5;MYBL1;NPM1;PRDX2;RORC;SMAD1;THRA	0.3694491568761558	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Generic Transcription Pathway R-HSA-212436	32	48	11	8	ARID1A;CDKN2A;LAMTOR5;NPM1;PRDX2;RORC;SMAD1;THRA	0.4610414667866069	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	HATs Acetylate Histones R-HSA-3214847	32	48	4	2	ENY2;NCOA1	0.8985507246376812	descriptive target-membership annotation only	0.9085903975386608
HCC1143	middle	reactome	HIV Infection R-HSA-162906	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Heme Signaling R-HSA-9707616	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	Host Interactions Of HIV Factors R-HSA-162909	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	IRAK2 Mediated Activation Of TAK1 Complex R-HSA-937042	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
HCC1143	middle	reactome	IRAK2 Mediated Activation Of TAK1 Complex Upon TLR7/8 Or 9 Stimulation R-HSA-975163	32	48	1	1	TAB3	0.6666666666666666	descriptive target-membership annotation only	0.8379629629629629
